"","country_id","country","region","X.x","gov_effect","trade","ineq","gdp_pc","pop_tot","older_m","older_f","air_travel","fdi","pop_density","urban","migration_share","oil","soc_insur_cov","soc_contrib","soc_safety","X.y","pop_below14_2018","polity","gini","elf_epr","rq_polarization","count_powerless","share_powerless","media_critical","journal_harass","health_equality","property_rights","transparent_law","bureaucracy_corrupt","polar_rile","trust_people","trust_gov","electoral_pop","federal_ind","checks_veto","polariz_veto","dist_senate","dist_presid","dist_parlm","dist_anyelec","elect_pressure","pos_gov_lr","woman_leader","infections_mers","infections_sars","infections_ebola","infection","X.x.x","med_age_2013","vdem_libdem","al_etfra","al_religfra","fe_etfra","vdem_mecorrpt","X.y.y","share_health_ins","X.x.x.x","pandemic_prep","X.y.y.y","pop_den_2018","X.x.x.x.x","life_exp_2017","X.y.y.y.y","resp_disease_prev","X.x.x.x.x.x","detect_index","X.y.y.y.y.y","doctors_pc","hosp_beds_pc","literacy_rate","healthcare_qual","acc_sanitation","health_exp_pc","hdi","X.x.x.x.x.x.x","health_index","X.y.y.y.y.y.y","respond_index","X","state_fragility","pr","share_older","pop_tot_log","pop_density_log"
"101","KAZ","Kazakhstan","Europe & Central Asia",112,0.0217204,62.8181983584076,NA,25.5499673995212,18.27243,479282,871406,15.7817551256628,213930934.55809,6.76831870207801,15.8551325685746,20.1233050855632,10.1915479765309,28.6769633035275,3.25949336445695,30.6208268158034,108,28.4605497778393,-6,26.4666666666667,0.53198,0.797950192,5,0.324,-0.986,0.208,1.776,0.782,-0.401,0.729,NA,38.8,75.0666666666667,0,-0.463987539703379,1,1,111,1551,385,111,0.00900900900900901,NA,0,NA,NA,NA,0,86,29.4,0.140000000596046,0.617121994495392,0.589846312999725,0.66435897,1.50499999523163,78,70,83,40.7,116,6.76982590658221,111,72.95,89,2.654591643397,135,28.2,88,327.4,670,99.8,69.1,97.8,505,0.8,77,28,143,26.6,98,9,1,7.39194513263972,2.90539336647165,1.91225271074578
"102","KEN","Kenya","Sub-Saharan Africa",102,-0.4108523,36.1812040126056,NA,4.1928021984367,51.39301,504364,697805,15.5965177778696,1625921493.6155,90.2994166637383,10.8959973350461,2.35472288542212,0,1.18825729022986,3.12335772055131,26.4412418205937,109,39.7821669340692,9,46.3,0.8456,0.498712,0,0,1.354,1.001,-0.16,0.438,0.347,0.506,NA,9.18165658719953,NA,0,NA,3,NA,881,NA,881,881,0.00113507377979569,NA,0,NA,NA,NA,0,87,18.8,0.381000012159347,0.858799993991852,0.776516973972321,0.85204399,2.42799997329712,79,39.4,55,47.1,117,90.2994166637383,112,65.909,90,4.180767192481,36,68.6,89,20.4,140,78.7,39.5,29.8,52,0.6,103,20.7,93,37.1,108,10,0,2.33916830323813,3.93950217099544,4.50313100042132
"103","KGZ","Kyrgyzstan","Europe & Central Asia",103,-0.6115379,101.122374928044,23.6,5.12039248385443,6.3228,108294,175893,13.4718927579761,144222600,32.9655891553702,NA,3.44079642260338,0.103369334052779,39.3497475478638,18.1485143239419,7.17786188086409,110,32.3504171141318,8,33.5,0.537946,0.734551208,2,0.135,0.791,0.114,0.812,0.681,0.291,0.829,NA,37.72538,57.9370395177495,0,-0.205300891056403,3,NA,NA,1313,207,207,0.00483091787439614,NA,0,NA,NA,NA,0,90,24.6,0.323000013828278,0.675181984901428,0.446988791227341,0.67935801,2.91000008583069,81,83,47,49.3,118,32.9290928050052,113,71.2,93,1.890168286892,39,64.7,92,185.4,450,99.2,60.6,96.6,94,0.7,70,29.8,44,49.9,127,12,1,4.49463845131904,1.8441621480211,3.4954642645539
"104","KHM","Cambodia","East Asia & Pacific",104,-0.568605,124.898612832521,NA,4.16045184108755,16.249798,295678,446707,14.1598517529642,3212633447.0447,92.0564128710628,12.0144816569412,0.474794450779274,0,1.86913898965382,NA,NA,111,31.2014147627244,-4,36,0.096784,0.183312128,1,0.012,-0.484,-0.819,-1.438,0.42,-0.98,0.919,NA,NA,NA,0,NA,1,1,1084,NA,1237,1084,0.000922509225092251,NA,0,NA,NA,NA,0,29,24.4,0.0920000001788139,0.210464000701904,0.0964533984661102,0.18625003,2.18099999427795,28,26.1,89,39.2,119,92.0564128710628,114,69.289,30,3.093067878339,50,57.7,30,14.3,80,80.5,39.4,48.8,50,0.6,146,12,95,36.7,106,10,1,4.56857986788513,2.78808047792925,4.52240157251004
"105","KNA","Saint_Kitts_and_Nevis","Latin America & Caribbean",107,0.5514148,118.628008124849,NA,25.9000227952891,0.052441,NA,NA,NA,93552415.5252759,201.696153846154,NA,13.3934355430792,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1912,1912,0.000523012552301255,NA,0,NA,NA,NA,0,NA,NA,NA,0.184200003743172,0.661406874656677,NA,NA,123,28.8,163,26.2,121,201.696153846154,NA,NA,NA,NA,168,15,164,106,230,94.2,69.58,91.9,639,0.8,185,7.1,146,26.2,NA,NA,NA,NA,-2.94806655085579,5.30676237609295
"106","KOR","South_Korea","East Asia & Pacific",109,1.182665,83.003928307339,NA,39.4922678224721,51.606633,3178472,4262431,18.2946364529014,12182600000,529.358501289308,50.1739708537079,2.63915935436429,0.00231472486772913,NA,25.5134811374785,NA,113,12.9733235784635,8,31.5625,0,0,0,0,2.561,2.474,2.586,0.866,2.274,0.079,2.50339062366862,29.67309,49.874686716792,0,0.686552403409999,4,4,NA,789,35,35,0.0285714285714286,NA,0,186,3,NA,1,132,39.4,0.60699999332428,0.0019980000797659,0.660364806652069,0.003995955,3.21700000762939,134,100,9,70.2,122,529.652103632681,116,82.6268292682927,159,3.6666145367932,5,92.1,160,232.6,1150,99.9,90.3,99.9,1604,0.9,13,58.7,6,71.5,8,0,1,14.4185012031302,3.94365021073775,6.271665898525
"107","KWT","Kuwait","Middle East & North Africa",110,-0.0878059,100.487582077886,NA,50.4786400193495,4.137309,64346,41180,15.6818900586975,-21377568.8207293,232.172222222222,72.2515528813535,73.6395507326993,36.6115754849503,NA,NA,NA,114,21.5388880509858,-7,NA,0.5372,0.796912,0,0,0.789,0.444,2.584,0.762,1.635,0.454,NA,29.15361,62.9688747007183,0,-0.685941713122544,1,1,NA,NA,218,218,0.00458715596330275,NA,0,4,1,NA,0,89,29.2,0.273999989032745,0.660399973392487,0.674471974372864,0.70840001,2.26600003242493,80,100,59,46.1,123,232.172222222222,117,75.311,92,3.49024709632,66,47.5,91,260.8,200,96.1,80.7,100,2432,0.8,57,36.5,42,50.2,56,4,0,2.5505950848728,1.42004557649564,5.44747943343511
"108","LAO","Laos","East Asia & Pacific",113,-0.672724,NA,NA,7.59281979756711,7.061507,126685,161059,14.0402231064426,1319609797.48538,30.5957842287695,NA,0.327020358502169,0,NA,NA,NA,116,32.6039186819471,-7,35.675,0.6498,0.714072,1,0.02,-2.786,-2.542,-1.28,0.303,-0.684,0.743,NA,NA,NA,0,-0.205300891056403,1,1,NA,NA,374,374,0.00267379679144385,NA,0,NA,NA,NA,0,91,21.4,0.0820000022649765,0.513862013816833,0.545262813568115,0.48109996,0.202000007033348,82,11.6,73,43.1,125,30.5957842287695,119,67.277,94,3.395504010401,34,70.4,93,49.1,150,84.7,36.6,72.6,50,0.6,112,19.4,35,52,128,12,0,4.07482425493595,1.95465848481729,3.42086222916548
"109","LBN","Lebanon","Middle East & North Africa",114,-0.6402023,62.9490956091566,NA,16.0264940811554,6.848925,220389,259246,14.9080839826755,2632087415.3,669.494134897361,34.8269399942327,34.1456803007755,0,NA,1.35898224003721,NA,117,26.0958671652131,6,36.5333333333333,0.813,0.5628,3,0.03,2.232,0.045,0.262,0.633,-0.129,0.754,NA,9.83333,27.8855975485189,0,-0.616687185343867,1,1,NA,NA,786,786,0.00127226463104326,NA,0,2,NA,NA,0,93,29.8,0.324000000953674,0.131400004029274,0.788645803928375,0.77990001,2.15499997138977,84,48.3,74,43.1,126,669.494134897361,120,78.833,96,3.691459652258,43,62,95,238,290,91.2,85.6,95.4,598,0.8,92,23.8,49,47.9,64,5,0,7.00306982482652,1.92409170565209,6.50652240467069
"110","LBR","Liberia","Sub-Saharan Africa",118,-1.340831,120.343137254902,NA,1.49700447655505,4.818977,69946,86834,NA,129129754.833293,50.0309073920266,29.4315577766817,2.52649198234771,0,0.496428768206781,0.512055519215939,13.9910600652359,118,41.1249865894663,7,36.8,0.403342,0.60588056,0,0,2.015,1.997,-1.597,0.775,0.462,0.776,NA,17.3867403698695,NA,0,NA,4,NA,234,NA,1308,234,0.00427350427350427,NA,0,NA,NA,10675,1,95,18.5,0.46900001168251,0.908388018608093,0.48830309510231,0.89918202,2.0550000667572,NA,NA,111,35.1,127,50.0309073920266,121,63.295,98,3.244551363045,132,29.1,97,2.3,80,42.9,32.2,16.9,19,0.4,107,19.9,82,40.5,129,12,0,3.25338759657911,1.57256166487237,3.912640962294
"111","LBY","Libya","Middle East & North Africa",123,-1.847037,102.350382324245,NA,14.0803527536705,6.678567,133852,159487,13.739875907941,0,3.79563238119054,17.3352457196282,12.2824498704933,37.2915774997462,NA,NA,NA,119,28.3192377277793,0,NA,0.275128,0.4901408,3,0.156,1.648,0.298,-0.118,0.441,-2.093,0.857,NA,11.00614,26.7748478701826,0,0.620369370666152,1,1,NA,NA,NA,2000,0,NA,0,NA,NA,NA,0,96,26.6,0.197999998927116,0.792029976844788,0.0569850988686085,0.15109998,2.8529999256134,NA,NA,169,25.7,128,3.79563238119054,122,72.52,99,3.57152515948,112,36,98,209.2,370,94.2,71.1,99.7,NA,0.7,170,9.1,185,18.9,136,14,NA,4.3922446237344,1.89890344357756,1.33385103232529
"112","LCA","Saint_Lucia","Latin America & Caribbean",115,0.1956703,NA,NA,13.6284247749222,0.181889,8630,9210,NA,40030761.7053615,298.17868852459,NA,6.90328055827329,0,NA,NA,NA,120,18.5288830000715,NA,45.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.17625063575964,4,4,NA,NA,476,476,0.00210084033613445,NA,0,NA,NA,NA,0,137,30.5,NA,0.176862001419067,0.332021594047546,NA,NA,124,35.5,109,35.3,129,298.17868852459,123,75.907,144,3.2667061225281,130,30.3,165,10.3,130,94.2,63.3,90.9,285,0.7,190,6.3,75,42.4,NA,NA,0,9.8081797140014,-1.70435866807386,5.69769293272306
"113","LIE","Liechtenstein","Europe & Central Asia",116,1.739037,NA,NA,NA,0.03791,NA,NA,NA,-87212093508.4059,236.9375,NA,62.5962537635555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0.572610020637512,0.334251493215561,NA,NA,86,95,71,43.5,133,236.9375,127,82.2585365853659,NA,NA,150,22.9,99,300,505,99.9,90.69,100,2867,0.9,67,31.1,102,34.6,NA,NA,NA,NA,-3.27254034945389,5.46779639327655
"114","LKA","Sri_Lanka","South Asia",117,-0.2353793,52.9186283988775,NA,12.9394576308404,21.67,964240,1305398,15.5874714898878,1610543974.22884,345.558922022006,NA,0.186850018416597,0,7.40060570466367,1.30478906031296,26.1869371395065,124,24.1970010216799,6,48.5,0.4156,0.6416,2,0.13,0.131,0.747,1.309,0.815,0.479,0.321,NA,NA,NA,1,0.620369370666152,3,NA,NA,1711,45,45,0.0222222222222222,NA,0,NA,NA,NA,0,154,31.4,0.467999994754791,0.41499999165535,0.485296189785004,0.42847097,2.58999991416931,136,100,120,33.9,134,345.558922022006,128,76.648,162,3.249816071021,82,43,163,88.1,360,91.9,70.6,94.2,212,0.8,122,16.9,145,26.4,121,11,1,10.473640978311,3.07592881554827,5.84516316997547
"115","LSO","Lesotho","Sub-Saharan Africa",119,-0.8609057,128.00758270899,NA,2.99521105299361,2.108132,37150,66163,NA,128696373.48374,69.437812911726,NA,0.307818842147762,0,NA,NA,6.3226136079387,127,32.7163515354347,8,52.2,0,0,0,0,-0.028,0.275,1.045,0.652,1.325,0.47,NA,5.26014748102722,NA,0,-0.875373833990843,4,NA,NA,NA,111,111,0.00900900900900901,NA,0,NA,NA,NA,0,94,20.7,0.433999985456467,0.254999995231628,0.721110999584198,0.25499994,2.65100002288818,85,17.6,144,30.2,137,69.437812911726,131,52.947,97,3.422874879356,161,18,96,4.7,130,76.6,32,43.8,155,0.5,104,20.6,111,33.2,109,10,1,4.90068933064912,0.745802247314479,4.24043157376919
"116","LTU","Lithuania","Europe & Central Asia",120,1.072398,149.299812851284,NA,35.3899774872093,2.801543,186301,365665,10.1670818294588,867654602.336174,44.7230757742448,NA,4.72608962255138,0.0255233575664554,NA,39.1323876953668,NA,129,14.8824245055089,10,34.65,0.28216,0.4814816,2,0.124,1.525,3.124,1.933,0.896,1.227,0.117,7.67546759441908,NA,NA,0,-0.202403217908776,3,NA,NA,1523,214,214,0.00467289719626168,3.52919268292683,0,NA,NA,NA,0,97,39.3,0.754999995231628,0.322270005941391,0.414127111434937,0.33763903,3.53500008583069,87,95,33,55,139,44.5313513780643,133,74.6707317073171,100,3.064176972004,13,81.5,100,437.9,730,99.8,80.5,93.6,1298,0.9,63,34.4,108,33.9,24,1,1,19.7022141013006,1.03017033682563,3.80048960497556
"117","LUX","Luxembourg","Europe & Central Asia",121,1.778221,387.103339675389,NA,114.109972454391,0.60795,38912,47310,14.557020668585,-5615033227.4932,250.185185185185,NA,43.9641339422687,0,NA,29.2067141661782,NA,130,15.8788239869589,10,28.6875,0,0,0,0,2.133,1.82,2.542,0.882,2.778,0.059,NA,NA,NA,0,NA,5,5,NA,NA,1312,1312,0.00076219512195122,4.3336064516129,0,NA,NA,NA,0,98,39,0.764999985694885,0.530237972736359,0.0910954028367996,NA,3.81100010871887,88,97.6,67,43.8,140,250.093827160494,134,82.6853658536585,101,4.3066137949412,94,41.7,101,292.1,480,99.9,96,97.6,5176,0.9,48,37.9,139,27.3,10,0,1,14.1824163171313,-0.49766263723971,5.52220138438997
"118","LVA","Latvia","Europe & Central Asia",122,1.043452,122.793208336035,NA,30.0384650482875,1.927174,126882,259395,15.2163888053506,446985589.697802,30.9934705693149,NA,13.3532402640341,0,NA,30.3347804566629,NA,131,15.9957769389964,8,35.3125,0.567742,0.827344784,3,0.353,1.844,3.097,1.797,0.862,1.712,0.143,7.82974442397867,NA,NA,0,NA,5,NA,NA,1174,934,934,0.00107066381156317,7.63279393939394,0,NA,NA,NA,0,92,41.5,0.745999991893768,0.586668014526367,0.555566012859344,0.58504999,3.69300007820129,83,70,17,62.9,141,30.9833065294307,135,74.6804878048781,95,3.062378374171,3,97.3,94,320.9,580,99.9,80.7,92.9,868,0.8,23,47.3,29,54.7,9,0,1,20.0437012952645,0.656054681152384,3.43377655550391
"119","MAR","Morocco","Middle East & North Africa",124,-0.2092959,87.9901194591362,NA,7.64137367025055,36.029138,1176787,1349886,15.9114303347177,3544387229.27822,80.7285189334528,21.7315718183433,0.257467738138459,0.00681109177822996,NA,NA,NA,133,27.2063801328554,-4,40.82,0.495616,0.946675712,1,0.392,0.441,0.216,-0.158,0.649,0.299,0.648,NA,12.44743,47.6702508960573,0,-0.996654688698862,1,1,599,NA,629,599,0.00166944908180301,NA,0,NA,NA,NA,0,111,27,0.27700001001358,0.484057188034058,0.0034626999404281,0.47869998,2.44899988174439,101,42.3,69,43.7,143,80.7285189334528,138,76.218,116,3.77476883394,53,56.8,117,61.8,110,69.4,57.6,83.5,218,0.7,72,29.5,38,51.5,81,7,1,7.01285998016383,3.58432799996645,4.39109190731336
"120","MCO","Monaco","Europe & Central Asia",125,NA,NA,NA,NA,0.038682,NA,NA,5.75890177387728,NA,NA,NA,55.7684662479129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1067,1067,0.000937207122774133,NA,0,NA,NA,NA,0,NA,NA,NA,0.683799982070923,0.3046875,NA,NA,NA,NA,127,32.7,NA,NA,NA,NA,NA,NA,148,23.3,114,664.5,1380,99.9,90.69,100,2402,NA,68,31,147,26,NA,NA,NA,NA,-3.2523809034256,NA
"121","MDA","Moldova","Europe & Central Asia",126,-0.4665205,84.2866489594022,22,12.2660979134805,2.706049,115730,194643,13.9430238782632,311870000,123.51980353224,NA,3.51210659793059,0.0136617765155949,43.89807654684,31.9456186152523,23.7920257292502,134,15.8600908600909,9,34.475,0.416144,0.634021912,3,0.172,1.154,1.256,0.155,0.861,0.692,0.606,NA,17.59082,NA,0,NA,1,1,NA,233,1445,233,0.00429184549356223,NA,0,NA,NA,NA,0,133,35.8,0.418000012636185,0.553478002548218,0.56029200553894,0.51030099,2.1159999370575,98,75.7,78,42.9,144,123.51980353224,139,71.717,113,3.114305075736,84,42.9,113,319.8,580,99.1,67.4,78.4,234,0.7,58,36.4,120,31.1,90,8,1,11.4696001439737,0.995489637493002,4.81640149570072
"122","MDG","Madagascar","Sub-Saharan Africa",129,-1.153121,62.5018060931614,NA,1.61310470552415,26.262368,359165,425224,13.2017123060073,612036371.422122,45.1398556204881,11.6455111740114,0.132347777361949,0.117433843398885,NA,5.02180481964613,NA,135,40.6681505928286,6,43.8333333333333,0.598658,0.91123804,0,0,0.934,0.243,-2.306,0.869,-0.174,0.634,NA,27.3565864984682,NA,0,0.17625063575964,1,1,354,NA,1542,354,0.00282485875706215,NA,0,NA,NA,NA,0,99,18.4,0.28999999165535,0.879100024700165,0.519087910652161,0.86148202,2.1800000667572,90,3.7,86,40.1,145,45.1398556204881,140,66.311,103,3.354378013984,90,41.9,102,14.3,20,71.6,29.6,9.7,43,0.5,113,19.2,22,57.8,130,12,1,2.98674133269323,3.26813703998048,3.80976557290151
"123","MDV","Maldives","South Asia",141,-0.4884941,146.270835325988,NA,18.5085147212522,0.515696,10052,8995,13.9528765889564,538536564.514229,1718.98666666667,NA,25.8721817536855,0,NA,NA,NA,136,20.1479166020291,NA,40.8,0.0198,0.0396,0,0,1.061,0.797,-0.677,0.708,1.22,0.225,NA,NA,NA,0,NA,3,NA,NA,1291,1487,1291,0.000774593338497289,NA,0,NA,NA,NA,0,102,25,0.168999999761581,NA,NA,NA,2.08899998664856,92,30,121,33.8,146,1718.98666666667,141,78.325,106,3.487445127706,140,25.5,105,361.1,430,98.6,70.4,95.9,1182,0.7,117,18.1,83,40.2,NA,NA,0,3.69345505879433,-0.662237834402852,7.44949024890522
"124","MEX","Mexico","Latin America & Caribbean",143,-0.153388,80.4483211741163,36.4,19.992230139994,126.190788,4101778,5013893,17.9832549047297,38644325856,64.9146264050001,40.7090420895066,0.939364727416811,1.72364374207885,41.8890606838191,11.4833581998621,32.5256501084653,138,26.5568481908521,8,45.1857142857143,0.335686,0.589611872,2,0.192,1.622,0.191,-0.805,0.872,-0.272,0.451,15.7170455219747,12.4062,16.2553191489362,1,0.763042381127247,4,4,1603,1573,507,507,0.0019723865877712,NA,0,NA,NA,NA,0,107,27,0.486999988555908,0.541800022125244,0.179557099938393,0.54177892,2.68899989128113,97,85.6,28,57.6,148,64.9146264050001,143,74.947,112,3.6532502086684,33,71.2,111,223.1,150,94.9,66.3,89.2,507,0.8,24,46.9,39,50.8,65,5,1,7.22372143361209,4.83779495219719,4.17307296665432
"125","MKD","North_Macedonia","Europe & Central Asia",131,0.0902431,133.236005015841,NA,15.9589899090738,2.082958,126580,158161,NA,648732424.984647,82.5915146708961,NA,6.28977417338761,0,NA,27.6460761190388,NA,140,16.5169996308133,9,33.8714285714286,0.521588,0.790854016,5,0.097,0.602,0.716,1.167,0.718,0.91,0.512,5.81033328003309,NA,NA,0,-0.202403217908776,3,NA,NA,1502,32,32,0.03125,NA,0,NA,NA,NA,0,162,37.1,0.298000007867813,0.502258002758026,0.589917421340942,0.53489995,1.96099996566773,89,94.9,90,39.1,151,82.5915146708961,145,75.589,102,2.854838807401,95,41.7,130,287.5,440,97.8,75.1,90.9,594,0.8,82,25.4,112,33.1,34,2,1,13.6700307927476,0.733788998849438,4.4139069472948
"126","MLI","Mali","Sub-Saharan Africa",132,-1.004638,57.6544926523115,NA,2.28854656799636,19.07769,210390,267944,NA,467067198.107612,15.635015858186,12.8251848101107,2.06335973795908,0,NA,NA,NA,141,47.5434863934943,5,NA,0.1842,0.34572,0,0,0.806,0.969,0.381,0.382,1.024,0.55,NA,23.8058423637139,NA,0,-0.202403217908776,2,NA,NA,1235,18,18,0.0555555555555556,NA,0,NA,NA,8,0,103,16.3,0.374000012874603,0.690599977970123,0.181997805833817,0.75435102,1.98000001907349,93,1.9,149,29,152,15.635015858186,146,58.452,107,2.513713555106,141,25.5,106,8.5,10,33.1,34.9,31.3,26,0.4,140,13,129,29.5,143,15,0,2.50729517043206,2.94851958950829,2.74951300518406
"127","MLT","Malta","Middle East & North Africa",139,0.968796,268.848482531912,NA,43.0853239380218,0.48463,44733,53883,14.7620972960065,4750494292.14907,1514.46875,NA,9.8984880693625,0,NA,16.2086545543175,NA,142,14.2769005208902,NA,26.925,0,0,0,0,1.039,0.765,2.693,0.871,0.822,0.141,NA,NA,NA,0,-0.616687185343867,3,3,NA,NA,814,814,0.00122850122850123,4.2105,0,NA,NA,NA,0,104,40.9,0.564999997615814,0.0414322093129158,0.122323900461197,NA,2.81900000572205,94,100,98,37.3,153,1511.03125,147,82.4536585365854,108,4.1690449708354,124,32.9,107,390.8,470,93.3,89.9,100,2216,0.9,94,23.6,168,22.4,NA,NA,1,20.3487196417886,-0.724369565788656,7.32281999638185
"128","MMR","Myanmar","East Asia & Pacific",133,-1.068652,NA,NA,4.87718320276625,53.708395,1259166,1847696,15.0415743789025,1291196200.66864,82.2386154835549,12.1610820803712,0.13601460292319,0.175161854913269,NA,0.555273134908011,NA,143,26.3710482845116,8,34.45,0.52212,0.64966788,7,0.233,0.749,-0.101,-1.038,0.395,0.27,0.425,NA,NA,NA,0,NA,1,1,264,NA,264,264,0.00378787878787879,NA,1,NA,NA,NA,0,113,29,0.252999991178513,0.506186008453369,0.197385504841805,0.52150899,3.40300011634827,NA,NA,72,43.4,154,82.2386154835549,148,66.558,118,3.22893746746,47,59.2,119,56.8,90,75.6,41.6,64.7,58,0.6,111,19.5,41,50.4,155,18,NA,5.78468598810298,3.98356932076746,4.40962496649164
"129","MNE","Montenegro","Europe & Central Asia",127,0.1311615,109.609296759902,NA,20.709671973947,0.622227,39569,53611,13.2455062456829,485653127.823429,46.2622304832714,NA,13.1900776789324,0,47.9325447974338,NA,8.07594138285643,145,18.2095191371898,9,28.96,0.692744,0.761057656,2,0.297,0.458,-0.132,1.635,0.821,0.573,0.609,4.33613621758685,NA,NA,0,NA,NA,NA,NA,1130,219,219,0.0045662100456621,NA,0,NA,NA,NA,0,110,37.1,0.382999986410141,NA,NA,NA,2.39599990844727,100,95,68,43.7,156,46.2710037174721,150,76.667,115,2.8771028726174,56,55.4,116,234.3,400,98.4,81,95.9,1001,0.8,71,29.5,116,32.1,35,2,NA,14.9752421543906,-0.474450301053167,3.83432587188112
"130","MNG","Mongolia","East Asia & Pacific",134,-0.2333477,122.893221478024,25.7,11.9132704661784,3.170208,53849,75608,13.4155716522335,1951528195.81853,2.04060866654651,47.9583989441702,0.595444478012824,1.86256173418219,43.2792788602746,18.78919120846,99.8305273090216,146,30.4095683070176,10,34.1428571428571,0.185,0.343,1,0.05,1.219,1.392,0.825,0.88,0.42,0.609,NA,NA,NA,0,-0.205300891056403,2,2,NA,472,110,110,0.00909090909090909,NA,0,NA,9,NA,0,109,26.8,0.499000012874603,0.368223994970322,0.0798612013459206,0.27177495,2.80299997329712,99,81.9,46,49.5,157,2.04060866654651,151,69.509,114,2.147226481887,20,77.3,115,326.2,700,98.3,53.4,59.2,265,0.7,69,30.8,90,37.8,80,7,1,4.08354909204696,1.15379720087857,0.713248129308027
"131","MNP","Northern_Mariana_Islands","East Asia & Pacific",136,NA,108.692365835223,NA,NA,0.056882,NA,NA,NA,NA,123.65652173913,NA,39.3099691301979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,123.65652173913,NA,NA,127,3.109764781479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.86677633236129,4.81750773611984
"132","MOZ","Mozambique","Sub-Saharan Africa",145,-0.8742813,131.985656798777,NA,1.28954300128945,29.495962,321444,531223,13.1995558732342,2678190543.5991,37.508535313716,9.27978887415166,0.796801385438194,0.101113999482936,3.80872721250015,3.21891560015756,1.58029112385652,147,44.6708001531326,5,46.7333333333333,0.603234,0.8292702,1,0.098,0.91,0.693,-0.263,0.593,-0.022,0.707,NA,13.2254284885538,NA,0,-0.377401992406946,3,3,NA,NA,1679,1679,0.000595592614651578,NA,0,NA,NA,NA,0,112,17.3,0.316000014543533,0.693216025829315,0.675908029079437,0.76528198,2.28200006484985,NA,NA,153,28.1,159,37.508535313716,152,59.309,117,2.787749626316,131,29.3,118,5.5,70,56,30,23.6,33,0.4,121,17,188,18.2,120,11,1,2.89079230574002,3.38425337262073,3.62456851544327
"133","MRT","Mauritania","Sub-Saharan Africa",138,-0.7266325,121.314333993956,NA,3.71244002678222,4.403319,58497,79815,13.0268139029053,70755026.5279,4.27216357815077,27.375123174133,3.39667673329787,0.81214604709022,NA,NA,45.2155503310519,148,40.0831828216618,-2,38.36,0.66,0.888,1,0.3,0.768,1.139,-0.845,0.637,-0.11,0.757,NA,NA,NA,0,NA,1,1,NA,1564,1269,1269,0.000788022064617809,NA,0,NA,NA,NA,0,105,19.8,0.171000003814697,0.615000009536743,0.0148691004142165,0.62450004,2.14800000190735,95,6,158,27.5,160,4.27216357815077,153,64.464,110,2.843522294086,101,39.5,109,6.8,40,51.2,40.6,44.6,60,0.5,120,17,159,24.2,150,16,1,3.14108516780183,1.48235857475106,1.45212039169045
"134","MSR","Montserrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","MUS","Mauritius","Sub-Saharan Africa",140,0.8760849,94.853479056447,NA,22.2111649231914,1.265303,62612,82571,14.3724324348632,371518185.9208,623.30197044335,NA,2.24510921983142,0,18.7915116621894,4.33217260694523,44.8537051300491,149,17.793692318012,10,37.9666666666667,0.7298,0.725512,4,0.41,1.601,2.298,1.888,0.778,1.27,0.442,NA,13.3149402387129,NA,0,NA,3,3,NA,NA,NA,2000,0,NA,0,NA,NA,NA,0,106,34.6,0.707000017166138,0.46340000629425,0.638465881347656,0.631531,3.80399990081787,96,100,114,34.9,161,623.30197044335,154,74.5146341463415,111,3.097484611653,87,42.3,110,200.3,340,93.2,68.7,93.1,532,0.8,130,15.1,99,34.9,11,0,0,11.4741686378678,0.235311619189485,6.43503110511793
